epoch,loss,r2_score,val_loss,val_r2_score
97,0.7361667156219482,0.9997605085372925,0.3574317693710327,0.9998307824134827
98,0.5481870770454407,0.999821662902832,0.2322293370962143,0.9998900890350342
99,0.4332112669944763,0.9998590350151062,0.5901236534118652,0.9997206330299377
100,0.6598100066184998,0.999785304069519,0.49166858196258545,0.9997672438621521
101,0.5615749955177307,0.9998173117637634,0.3645983338356018,0.9998273849487305
102,0.576019287109375,0.9998126029968262,0.30669105052948,0.9998548030853271
103,0.5362993478775024,0.9998255372047424,0.1566411852836609,0.9999258518218994
104,0.3047173321247101,0.9999008774757385,0.18569475412368774,0.9999120831489563
105,0.353231817483902,0.999885082244873,0.12217690050601959,0.9999421834945679
106,0.3270343244075775,0.9998936057090759,0.1616905927658081,0.9999234676361084
107,0.30285969376564026,0.9999014735221863,0.27653515338897705,0.9998691082000732
108,0.36862945556640625,0.9998800754547119,0.12245715409517288,0.9999420046806335
109,0.2622114419937134,0.9999147057533264,0.08964323997497559,0.9999575614929199
110,0.2723273038864136,0.999911367893219,0.12821930646896362,0.9999393224716187
111,0.2742644250392914,0.9999107718467712,0.12199144810438156,0.9999422430992126
112,0.22155922651290894,0.9999279379844666,0.15654344856739044,0.9999259114265442
113,0.2474934309720993,0.9999194741249084,0.08058342337608337,0.9999618530273438
114,0.1760088950395584,0.9999427199363708,0.0453401580452919,0.9999785423278809
115,0.16087672114372253,0.9999476671218872,0.04510621353983879,0.9999786615371704
116,0.18039120733737946,0.9999412894248962,0.036439429968595505,0.9999827742576599
117,0.16409048438072205,0.9999465942382812,0.0847245454788208,0.9999598860740662
118,0.20024646818637848,0.9999348521232605,0.05664056912064552,0.9999731779098511
119,0.17110992968082428,0.9999443292617798,0.04729944467544556,0.9999775886535645
120,0.1512337476015091,0.9999507665634155,0.06681579351425171,0.9999683499336243
121,0.1500885933637619,0.999951183795929,0.04465090110898018,0.9999788403511047
122,0.12412922829389572,0.9999595880508423,0.05081154778599739,0.9999759197235107
123,0.1377863883972168,0.9999551773071289,0.038111574947834015,0.9999819397926331
124,0.12157228589057922,0.9999604225158691,0.030074046924710274,0.9999857544898987
125,0.11509965360164642,0.999962568283081,0.027113046497106552,0.9999871850013733
126,0.1223086416721344,0.99996018409729,0.024106156080961227,0.9999886155128479
127,0.11351704597473145,0.9999630451202393,0.048872217535972595,0.9999768733978271
128,0.12499498575925827,0.9999593496322632,0.033232636749744415,0.9999842643737793
129,0.11141862720251083,0.9999637603759766,0.017412258312106133,0.999991774559021
130,0.102350614964962,0.9999666810035706,0.019209109246730804,0.9999908804893494
131,0.09759104996919632,0.9999682307243347,0.018647190183401108,0.9999911785125732
132,0.08871918171644211,0.9999711513519287,0.026738036423921585,0.9999873638153076
133,0.09604451060295105,0.9999687671661377,0.0234513022005558,0.9999889135360718
134,0.09038218855857849,0.9999706149101257,0.026697611436247826,0.9999873638153076
135,0.09124047309160233,0.9999703168869019,0.023391224443912506,0.9999889135360718
136,0.08976737409830093,0.9999707937240601,0.019481109455227852,0.9999907612800598
137,0.08641692250967026,0.999971866607666,0.02443225122988224,0.9999884366989136
138,0.08872667700052261,0.9999711513519287,0.019768107682466507,0.9999906420707703
139,0.08177607506513596,0.9999734163284302,0.02050555869936943,0.9999902844429016
140,0.08050281554460526,0.9999738335609436,0.019054051488637924,0.9999909996986389
141,0.0764247253537178,0.9999751448631287,0.019089117646217346,0.9999909400939941
142,0.0758562758564949,0.999975323677063,0.020933112129569054,0.9999901056289673
143,0.07759944349527359,0.9999747276306152,0.020082639530301094,0.9999904632568359
144,0.07526760548353195,0.9999755024909973,0.020928984507918358,0.9999901056289673
145,0.07570378482341766,0.9999753832817078,0.017343595623970032,0.999991774559021
146,0.07219670712947845,0.9999765157699585,0.018113678321242332,0.9999914169311523
147,0.07179737091064453,0.999976634979248,0.017865467816591263,0.9999915361404419
148,0.0702977329492569,0.9999771118164062,0.016936156898736954,0.9999919533729553
149,0.06846822053194046,0.999977707862854,0.01804478093981743,0.9999914765357971
