epoch,loss,r2_score,val_loss,val_r2_score
0,13818.6220703125,-3.496018886566162,14041.6328125,-5.647369384765625
1,13621.6142578125,-3.4319205284118652,13827.173828125,-5.545843601226807
2,13420.3212890625,-3.3664278984069824,13601.375,-5.438949108123779
3,13208.3095703125,-3.29744815826416,13357.1845703125,-5.323348522186279
4,12979.25,-3.222921371459961,13090.416015625,-5.197059154510498
5,12729.2470703125,-3.141580581665039,12797.046875,-5.0581769943237305
6,12454.44921875,-3.0521721839904785,12473.986328125,-4.905238628387451
7,12152.001953125,-2.953768491744995,12119.21484375,-4.737288475036621
8,11820.1162109375,-2.8457863330841064,11731.869140625,-4.553917407989502
9,11458.1435546875,-2.728015184402466,11312.158203125,-4.355224132537842
10,11066.4619140625,-2.6005775928497314,10861.265625,-4.141769886016846
11,10646.3955078125,-2.4639053344726562,10381.1513671875,-3.9144816398620605
12,10200.0029296875,-2.31866717338562,9874.2421875,-3.674508571624756
13,9729.7900390625,-2.1656787395477295,9343.236328125,-3.423128128051758
14,9238.4970703125,-2.0058319568634033,8791.078125,-3.161734104156494
15,8729.080078125,-1.8400883674621582,8221.0693359375,-2.8918895721435547
16,8204.84375,-1.6695232391357422,7637.11083984375,-2.615441083908081
17,7669.68701171875,-1.4954049587249756,7043.978515625,-2.3346495628356934
18,7128.361328125,-1.319279670715332,6447.525390625,-2.052286148071289
19,6586.642578125,-1.143026351928711,5854.7578125,-1.77166748046875
20,6051.38525390625,-0.9688752889633179,5273.744140625,-1.4966130256652832
21,5530.4150390625,-0.799372673034668,4713.435546875,-1.231360673904419
22,5032.34326171875,-0.6373202800750732,4183.42041015625,-0.9804491996765137
23,4566.3203125,-0.48569536209106445,3693.66357421875,-0.74859619140625
24,4141.7568359375,-0.34755969047546387,3254.16064453125,-0.5405336618423462
25,3767.9658203125,-0.2259432077407837,2874.444580078125,-0.3607743978500366
26,3453.627197265625,-0.12367010116577148,2562.851318359375,-0.2132648229598999
27,3206.004638671875,-0.043103814125061035,2325.4755859375,-0.1008901596069336
28,3029.840576171875,0.01421278715133667,2164.833740234375,-0.0248415470123291
29,2925.9462890625,0.0480157732963562,2078.32421875,0.01611238718032837
30,2889.6025390625,0.05984055995941162,2056.84814453125,0.0262792706489563
31,2909.176513671875,0.05347198247909546,2084.35400390625,0.013257861137390137
32,2965.835205078125,0.0350375771522522,2139.412109375,-0.012806892395019531
33,3035.52587890625,0.012363076210021973,2199.26025390625,-0.04113924503326416
34,3093.5654296875,-0.006520628929138184,2244.759765625,-0.06267893314361572
35,3120.027587890625,-0.015130400657653809,2263.728759765625,-0.07165896892547607
36,3103.324951171875,-0.009696006774902344,2251.5751953125,-0.06590533256530762
37,3040.924560546875,0.010606527328491211,2209.873291015625,-0.04616355895996094
38,2937.75634765625,0.04417330026626587,2144.2373046875,-0.015091180801391602
39,2803.47119140625,0.0878642201423645,2062.35498046875,0.023672282695770264
40,2649.719482421875,0.13788878917694092,1971.946533203125,0.06647205352783203
41,2488.040771484375,0.1904924511909485,1878.738037109375,0.11059737205505371
42,2328.694091796875,0.24233746528625488,1786.200439453125,0.15440505743026733
43,2181.234619140625,0.2903147339820862,1697.4970703125,0.196397602558136
44,2055.372802734375,0.33126503229141235,1612.98046875,0.23640811443328857
45,1955.0286865234375,0.36391299962997437,1526.5374755859375,0.27733057737350464
46,1873.7020263671875,0.3903733491897583,1437.828125,0.3193259835243225
47,1804.776123046875,0.41279906034469604,1356.18310546875,0.35797709226608276
48,1744.438720703125,0.4324304461479187,1293.4798583984375,0.3876610994338989
49,1688.949951171875,0.4504842162132263,1226.11083984375,0.41955387592315674
50,1609.5098876953125,0.4763307571411133,1158.72802734375,0.45145314931869507
51,1515.106201171875,0.5070458650588989,1096.922607421875,0.4807121157646179
52,1416.566650390625,0.5391066670417786,1033.42138671875,0.5107738971710205
